heritageItemId,name,suburb,latitude,longitude
5051265,Saumarez Homestead,Armidale,-30.5397452555,151.589698575
5051266,Tenterfield School of Arts,Tenterfield,-29.0558190338,152.019010073
5051267,Miss Traill's House,Bathurst,-33.4122285375,149.574155446
5051270,Riversdale,Goulburn,-34.7345281261,149.738746709
5051273,Goulburn Post Office,Goulburn,-34.7552624567,149.718243596
5051274,Broken Hill Post Office,Broken Hill,-31.9581421944,141.465270342
5051275,Kiama Post Office,Kiama,-34.6718677381,150.856242496
5051282,Newcastle Customs House,Newcastle,-32.926658313,151.785226657
5051285,Price Morris Cottage,St. Albans,-33.2902331829,150.967102338
5051287,Kempsey Post Office,Kempsey,-31.0802947324,152.842202403
5051295,Forbes Post Office,Forbes,-33.3854204562,148.00764597
5051297,Hay Post Office,Hay,-34.5094731428,144.843089218
5051305,Brewarrina Aboriginal Fish Traps / Baiame's Ngunnhu (Draft),Brewarrina,-29.9580435189,146.853371647
5051310,Miss Porter's House,Newcastle,-32.9277459126,151.764803313
5051311,Dundullimal,Dubbo,-32.2861021866,148.603330995
5051340,"Federation Pavilion, Cabarita Park",Cabarita,-33.8422472493,151.117288369
5051346,Fenwick & Co Boat Store - Anthony Hanna Test,Balmain,-33.8572662002,151.195693772
5051354,Barham Bridge over Murray River,Barham,-35.6305418729,144.124708868
5051355,Beckers Bridge over Webbers Creek,West Gresford,-32.5193084483,151.35232062
5051358,Bulga Bridge over Wollombi Brook,Bulga,-32.6510643579,151.02109782
5051359,Woolloomooloo Finger Wharf,Woolloomooloo,-33.867488167,151.221139311
5051361,Clarence River Road Bridge,Tabulam,-28.8859029081,152.5655955963
5051362,Clarence Town Bridge over Williams River,Clarence Town,-32.5808494145,151.782264223
5051363,Colemans Bridge over Leycester Creek,Lismore,-28.8055560972,153.2749292036
5051364,Bradleys Head Light Tower,Port Jackson,151.24690395,-33.85290374
5051365,Manly Wharf,Manly,-33.8003877226,151.283908763
5051366,Coonamit Bridge over Wakool River,Swan Hill,-35.1353605499,143.681369458
5051367,Cooreei Bridge over Williams River,Dungog,-32.3967817,151.764047507
5051368,Crankies Plain Bridge,Bombala,-36.8982339633,149.269171766
5051369,Dunmore Bridge over the Paterson River,Woodville,-32.6803710679,151.605473261
5051371,Gee Gee Bridge over Wakool River,Swan Hill (East),-35.3298213435,143.9277945539
5051372,Hinton Bridge over Paterson River,Hinton,-32.7140523076,151.647774586
5051373,Junction Bridge,Tumut,-35.3161980377,148.2635507161
5051374,Lansdowne Bridge - Anthony Hanna Test,Lansvale,-33.8902156386,150.967222312
5051377,McKanes Falls Bridge,Lithgow,-33.5495127485,150.124390835
5051378,Middle Falbrook Bridge over Glennies Creek,Middle Falbrook,-32.4502056122,151.14951255
5051380,Morpeth Bridge over the Hunter River,Morpeth,-32.7237684729,151.626568311
5051382,Bridge over Tunks (Pearces) Creek,Galston,-33.6656983865,151.079318528
5051384,St. Albans Bridge over MacDonald River,St. Albans,-33.2942047369,150.972571387
5051385,Swan Hill-Murray River Road Bridge,Swan Hill (East),-35.3378571492,143.562863252
5051386,Tooleybuc Bridge over Murray River,Tooleybuc,-35.0305045756,143.335291999
5051387,Vacy Bridge over Paterson River,Vacy,-32.5376403786,151.576095915
5051388,Victoria Bridge over Stonequarry Creek,Picton,-34.1802850944,150.610712384
5051389,Wee Jasper Bridge over Goodradigbee River,Wee Jasper,-35.1106627597,148.681735834
5051393,Graythwaite,North Sydney,-33.8407329463,151.203009285
5051394,Elizabeth Farm,Rosehill,-33.8210716847,151.017894228
5051395,St. John's Anglican Cemetery,Parramatta,-33.8168671389,150.998397429
5051397,Parramatta District Hospital - Brislington and Landscape,Parramatta,-33.812968471,151.002104456
5051403,Experiment Farm Cottage,Harris Park,-33.8197280468,151.012618998
5051406,Roxy Theatre,Parramatta,-33.8144732005,151.005385236
5051413,Parramatta Railway Station,Parramatta,-33.8174455935,151.005342496
5051414,Lennox Bridge - Anthony Hanna Test,Parramatta,-33.8107412716,151.00459274
5051421,Centennial Park Reservoir WS001,Centennial Park,-33.8912864666,151.238634678
5051426,Johnston's Creek Sewer Aqueduct,Annandale,-33.8798130566,151.17577321
5051456,White's Creek Aqueduct,Lilyfield,-33.8776466061,151.167974189
5051459,Kunderang East Pastoral Station,Jeogla,-31.0434761267,152.322153314
5051460,Hill End Historic Site,Hill End,-33.0334121411,149.41666828
5051461,"Old Great North Road, Between Devine's Hill and Mount Manning",Wiseman's Ferry and Mount Manning,-33.3661226929,150.98738924
5051462,Parramatta Park and Old Government House,Parramatta,-33.8090998594,150.996751758
5051466,Woronora Dam,Waterfall,-34.1128167861,150.931330483
5051468,Avon Dam,Avon Dam,-34.3526341175,150.64156651
5051469,Cataract Dam,Appin,-34.2700018122,150.803525842
5051470,Cordeaux Dam,Cordeaux,-34.3353731497,150.749906649
5051477,Nepean Dam,Bargo,-34.3353731497,150.61696044
5051483,Warragamba Dam - Haviland Park,Warragamba,-33.8853568926,150.601086002
5051484,Warragamba Emergency Scheme,Warragamba,-33.8791085953,150.603808175
5051488,NSW Fire Brigades No 10 Vehicle Number Plates,Penrith,-33.74769657,150.6935434
5051503,High Conservation Value Old Growth Forest,Upper North East NSW,-29.3035415577,152.3866868368
5051506,North Sydney Post Office,North Sydney,-33.8385979683,151.206331426
5051524,Gore Hill Memorial Cemetery,Gore Hill,-33.8234547677,151.188512549
5051536,Camden Park Estate and Belgenny Farm,Camden South,-34.1087771507,150.719047467
5051540,Gledswood,Catherine Field,-34.0023918049,150.782269072
5051545,Sydney Observatory,Millers Point,-33.8595762806,151.204736366
5051559,Grave of Yuranigh,Molong,-33.1219956056,148.882680508
5051578,Jenolan Caves Reserve,Jenolan,-33.8194727258,150.021089215
5051584,Great Synagogue,Sydney,-33.8725521971,151.209600338
5051590,Ben Chifley's House,Bathurst,-33.4328083471,149.577644801
5051812,Bathurst Showground (Draft),Bathurst,,
5051846,Denison Bridge,Bathurst,-33.417380065,149.591520611
5052348,Roxy Community Theatre,Leeton,-34.5520092169,146.405252993
5052361,Hill 60/ Illowra Battery,Port Kembla,-34.4866259394,150.916873313
5052418,Collingwood,Liverpool,-33.9328297083,150.918404478
5052600,St. Lukes Anglican Church Gulgong,Gulgong,,
5052602,"Holy Trinity Anglican Church, Orange",Orange,,
5052604,Old Government Cottages Group,Bathurst,-33.4122206044,149.584431385
5052762,"Hambledon Cottage, Grounds and Archaeology",Harris Park,-33.8188543367,151.014984628
5052822,Linnwood,Guildford,-33.8546296069,150.975426513
5052855,Old Cowra Grandstand - Cowra Showground,Cowra,,
5052865,St. Thomas' Anglican Church,Port Macquarie,-31.4321776056,152.910409638
5052983,North Beach Precinct,Wollongong,-34.4148810598,150.901446752
5052989,Rail Motor Collection,Paterson,-32.6014785887,151.61525576
5052993,Berry Courthouse,Berry,-34.7774077537,150.693302684
5053088,Bathurst Old School of Arts Library Collection,Bathurst,-33.4065951334,149.564357081
5053114,Dawes Point Battery remains,The Rocks,-33.8550589367,151.209553905
5053122,Morpeth Courthouse (former),Morpeth,,
5053135,New Italy Settlement,New Italy via Woodburn,-29.1533104533,153.296452231
5053136,Accountants House,The Rocks,-33.8621514527,151.206764744
5053138,Argyle Cut,The Rocks,-33.8588266588,151.206641508
5053139,Argyle Stores,The Rocks,-33.8587629428,151.207770942
5053140,Argyle Terrace - Caminetto's Restaurant,The Rocks,-33.8583279657,151.208058166
5053141,ASN Co Building,The Rocks,-33.8564531404,151.208995861
5053143,Australian Hotel,The Rocks,-33.8596807109,151.207037689
5053148,Brooklyn Hotel,The Rocks,-33.8630133752,151.207356735
5053151,Campbell's Stores,The Rocks,-33.8570191709,151.209175858
5053153,Cleland Bond Store (part of Argyle Stores),The Rocks,-33.8583279657,151.208058166
5053154,Coach House,The Rocks,-33.8588552001,151.208703232
5053156,Coroner's Court (former) - Shops & offices,The Rocks,-33.8584654911,151.20929637
5053157,Cumberland Place and Steps,The Rocks,-33.860192088,151.20754072
5053160,English Scottish & Auastralian Chartered Bank (former) - Amo Roma Restaurant,The Rocks,-33.8602956041,151.208386284
5053161,"Evans' Stores, Harbour Rocks Hotel",The Rocks,-33.8596405792,151.208150791
5053163,Fortune of War Hotel,The Rocks,-33.8604311664,151.208317682
5053164,Gannon House & Shop,The Rocks,-33.8593788848,151.208244169
5053165,Glenmore Hotel,The Rocks,-33.8587087376,151.207434883
5053169,Jobbins Terrace,The Rocks,-33.860571,151.20704
5053174,Mariners' Church,The Rocks,-33.8582172516,151.209389971
5053175,Mercantile Hotel,The Rocks,-33.8571923998,151.208388686
5053176,Merchants House,The Rocks,-33.8577267068,151.208583428
5053177,Metcalfe Bond Stores,The Rocks,-33.856983315,151.208659111
5053181,Observer Hotel,The Rocks,-33.8585430295,151.208814914
5053182,Old Sydney Holiday Inn,The Rocks,-33.8580239344,151.208625263
5053183,Orient Hotel,The Rocks,-33.859058548,151.208624779
5053185,Playfair Street Terraces,The Rocks,-33.8583279657,151.208058166
5053189,Reynolds's Cottages,The Rocks,-33.8593788848,151.208244169
5053191,Russell Hotel and shop,The Rocks,-33.8604311664,151.208317682
5053192,Sailor's Home (former),The Rocks,-33.8586932837,151.209299113
5053193,Samson's Cottage (wall remains),The Rocks,-33.8586885956,151.208758172
5053196,Shop - Phillip's Foote Restaurant,The Rocks,-33.8595603157,151.208500825
5053199,Shop and Residence,The Rocks,-33.8600885272,151.208385701
5053202,Shop and Residence,The Rocks,-33.8593788848,151.208244169
5053203,Shop and Residence - Ariel Bookshop,The Rocks,-33.8596305216,151.208452321
5053204,Shop and Residence - Bakers Oven,The Rocks,-33.8600300641,151.208401244
5053205,"Shop, Ken Duncan Gallery",The Rocks,-33.8585430295,151.208814914
5053206,"Shop, Rockpool Restaurant",The Rocks,-33.8597696605,151.208429382
5053207,"Shop, Zia Pina Pizzeria",The Rocks,-33.8594137995,151.208550082
5053212,"Shops and Residences, Terrace",The Rocks,-33.8594705056,151.208542947
5053216,"Tenements, pair three-storey brick",The Rocks,-33.860682,151.206622
5053224,Terraces,The Rocks,-33.8620292467,151.205976846
5053228,Terraces/Harbour Rocks Hotel,The Rocks,-33.8598301046,151.208093009
5053230,Unwin's Stores,The Rocks,-33.8588552001,151.208703232
5053251,Parliament House,Sydney,-33.8671899713,151.213051004
5053337,Pyrmont Bridge,Sydney,-33.8705724573,151.200804791
5053339,"Carousel, The",Sydney,-33.874187218,151.201108796
5053347,St. John the Evangelist Church,Wallerawang,-33.4007977332,150.07771316
5053358,C B Newling Centre,Armidale,-30.5228324039,151.662642691
5053388,Australiana Pioneer Village,Wilberforce,-33.5675522917,150.840382275
5053417,St. Stephen's Uniting Church,Sydney,-33.8673232387,151.212038783
5053418,Up-To-Date Store and Garth Jones Collection of farm machinery,Coolamon,-34.8129925214,147.199927325
5053522,Royal Theatre and adjoining Open Air Theatre,Quirindi,,
5053551,"Mobile Cook's Galley, Museum of the Riverina",Wagga Wagga (Museum of the Riverina),-35.1333210921,147.372648282
5053622,Port Macquarie Second Burying Ground 1824 - 1886,Port Macquarie,-31.4346891783,152.908321175
5053881,Sewer Vent,Sydney,-33.8746730209,151.209856063
5053894,Scone Civic Theatre,Scone,-32.0494682872,150.868254399
5053898,Mount Penang Parklands,Somersby,-33.428105162,151.300450381
5053900,Coal River Precinct,Newcastle,-32.9241782128,151.792104638
5053928,"Bogey Hole, The",Newcastle,-32.9353908159,151.781923367
5053929,"Entrance Ocean Pools, The",The Entrance,-33.3501917467,151.503441917
5054465,Old Northern Road (former Great North Road),Castle Hill,,
5054657,Hay Gaol,Hay,-34.5030982472,144.85102641
5054673,Rics test item,Ricstown,151.13717557,-33.88471525
5054684,Rail Paybus FP1,Thirlmere,-34.2075373588,150.568437601
5054706,Braidwood and Its Setting,Braidwood,-35.4435333635,149.805580655
5054713,St. Andrew's Anglican Cathedral and Chapter House,Sydney,-33.873972208,151.206305556
5054725,Millers Point & Dawes Point Village Precinct,Millers Point,-33.8592037913,151.204257627
5054727,HMAS Parramatta shipwreck and memorials,Bar Point,-33.5007663306,151.181857502
5054828,Newington Armament Depot and Nature Reserve,Homebush Bay,-33.8284051524,151.065655944
5054829,The Ben Hall Sites (Collectively),Forbes,,
5054880,Sydney Opera House,Sydney,-33.8566674153,151.215221336
5054919,St. Peter and Paul's Former Cathedral,Goulburn,-34.7559292155,149.715027741
5054920,St. Johns Anglican Church Group,Raymond Terrace,-32.7657,151.7387
5054947,St. James' Anglican Church,Sydney,-33.8694499429,151.21117954
5055032,The Ben Hall Sites - Bushranger Hotel,Collector,-34.9122720039,149.431678222
5055071,St. Mary's Catholic Cathedral and Chapter House,Sydney,-33.8711654694,151.213336686
5055194,Parramatta Town Hall,Parramatta,,
5055526,Bondi Beach Cultural Landscape,Bondi Beach,-33.8909722343,151.276737221
5055554,Great North Road,Hornsby,,
5055579,Shand Mason Fire Engine (1891),Penrith,-33.74771823,150.6933091
5055580,Ahrens Fox PS2 Fire Engine (1929),Penrith,-33.7477317,150.6935074
5055581,Dennis Big 6 Fire Engine (1939),Penrith,-33.74774217,150.6933708
5055795,Wisemans Ferry Cemetery,Wisemans Ferry,,
5055874,Loftus Tramway Museum,Loftus,,
5055964,"Women's College, University of Sydney",Newtown,-33.8907070888,151.186580892
5056042,"Roan Horse Inn, Former",South Pambula,,
5056130,Showground Group,Lockhart,,
5056544,Hermit's Cave Complex,Griffith,-34.2679278251,146.074859504
5056566,Berry Museum,Berry,-34.7750753889,150.698625218
5060554,"Great North Road, Between Mt Manning and Wollombi",Mt Manning and Wollombi,-33.0230509188,151.132149823
5060976,Savernake Station and Moveable Heritage,Savernake,-35.76565765,146.03184251
5061010,Linden Observatory Complex,Linden,-33.7071541845,150.495633681
5061283,Ned Kelly Post Office & Surrounds,Jerilderie,,
5061294,Cathedral Park and Cemetery,The Hill,,
5061299,Roxy Café,Bingara,,
5061305,"Christ Church Cathedral, Movable Collections, Cemetery and Park",Newcastle,-32.9286938087,151.780419741
5061556,Green Cape Maritime Precinct,Green Cape,-37.2606409791,150.048555844
5062097,Boolooroo Weir,Moree,,
