id,title,story
5045214,Simmons Hardware Store,Thompson Square is one of the oldest public squares in Australia. The buildings around the square were built between 1815 and 1880 in the colonial georgian style and today illustrate the early colonial character of Windsor.
5045219,Seymours House,Seymours House is a beautifully restored 1840s house with particularly fine verandahs. The house is stop number 9 on the Richmond Heritage walk.
5045225,Clear Oaks Moxey's Farm House,"Clear Oaks is thought to be one of the oldest buildings in Richmond, dating from before 1819. Also known as Moxey's Farm House, Clear Oaks is a stop on the Richmond heritage walk."
5045231,Juniper Hall,"Juniper Hall was named after the key ingredient in gin, junipers. Robert Cooper owner of one of the first distilleries in the colony, had Juniper Hall built for his third wife after promising her the 'finest house in Sydney'. It is believed to be the oldest surviving mansion from Governor Macquarie’s times to be found in Sydney. Come and experience the splendour of the Hall while browsing the antiques for sale."
5045239,Bowenfels National School Site,From the road you can see the original 1851 school building of the first national school to be opened west of the Blue Mountains.
5045248,Rockwall,"Rockwall was built in the 1830s and is one of the few remaining grand residences of the Potts Point area. It has been many things, including a girl's school. Rockwall was renovated from a derilict state in the 1990s."
5045249,Goulburn Brewery,"Bradley Grange was designed by Francis Greenway as an integrated set of buildings housing the various activities associated with brewing, malting, milling, coopering, smithing and stabling. Today at Bradley Grange you can tour the brewery and sample beer from Australia's oldest surviving brewery, visit the art gallery or enjoy lunch in the restaurant."
5045253,Dalwood House and surrounds of Wyndham Estate,In 1830 George Wyndham planted the first commercial shiraz vines and had Dalwood House built to his own design. Today the lovingly restored Dalwood House is set amongst the vines of Wyndham Estate Winery. View the exterior of this creative cottage at your leisure. You can sample the fruits of George Wyndham's labours just around the corner at the Wyndham Estate cellar door.
5045254,Balmoral Bathers Pavilion,"The Balmoral Bathers Pavilion overlooks beautiful Middle Harbour The pavillion provides for all your beachside needs with spectacular food and wine to match the view at the restaurant.  The pavilion also houses a more relaxed café, kiosk and giftshop."
5045255,Lennox Bridge,"This elegant single span stone arch bridge is the oldest bridge on mainland Australia. Lennox Bridge was constructed in 1833 of local stone by a gang of 20 convicts, trained by the designer and builder David Lennox. The Highway now by-passes the Bridge, but you shouldn't!"
5045256,Ewbank & Outbuildings,"Examine one of the most distinctive buildings in Singleton. Built in 1884 for the Bank of New South Wales, it is now a private residence. Take note of the beautifully restored verandah and the portico - a most unusual feature in Singleton."
5045260,Weatherboard Inn Archaeological Site,"Pitt Park in Wentworth Falls now covers the site of the Weatherboard Inn, built 1826. Enjoy a picnic in the park before enjoying the surrounding countryside, as Charles Darwin would have done when he stayed in the Inn in 1836."
5045264,Lilianfels,"Owned and operated by Orient-Express Hotels which has established and unrivalled reputation for luxury and individuality Lilianfels is special. The Orient-Express philosophy is to create unique hotels that offer special service and quality, and is legendary for its world class tradition and timeless luxury. Only a 90 minute drive from Sydney, Lilianfels Blue Mountains has established a reputation as Australia's finest boutique getaway and is an unforgettable experience. Lilianfels sits adjacent to The Three Sisters, one of the country's most acclaimed natural wonders, and looks out on the World Heritage Listed Blue Mountains National Park. The locale of the Three Sisters symbolise the stature of the Blue Mountains - towering escarpments, wide, deep blue-hazed valleys, incomparable views and impenetrable depths - awe-inspiring. The historic home 'Lilianfels', built in 1889, has been restored to its original splendour and now houses the award-winning restaurant, Darley's, named after the original owner. Set in nearly a hectare of English-style gardens, the adjoining Country House, opened in 1992, has been designed to harmonise with the architecture of the heritage home, offering all the facilities and comforts of a world class retreat. Along with 85 rooms and suites it features a spacious lounge with burning fire, a reading room, billiard room, a fabulous indoor swimming pool, the lounge, tennis court,  mountain bikes and the second restaurant, Tres Sorelli, serving a delightful Mediterranean-style menu. Lilianfels health spa offers a restorative, relaxing, healthy environment, providing all the benefits of an enriching regime and a complete experience for mind and body. 'Lilianfels' is the only officially rated 5 star hotel in the Blue Mountains."
5045268,MLC Building,Sydney is the commercial and financial hub of New South Wales and a fitting place for the headquarters for such companies. These include the Mutual Life & Citizens' Assurance company. This bastion of the commercial world has a building to match on Martin Place. The MLC building is stop number seven on the City of Sydney Commerce Walking Tour.
5045270,Welcome Inn Hotel,"The Bristol Arms Retro Hotel has to be seen to be believed. With five floors and seven bars you are sure to find your flavour. The ground level sports bar begins the experience, where you can watch sport on any of seven plasma screens. The Basement provides a meal and a chance to stretch your vocal cords with some karaoke. On Saturday night the R'n'B club will get you on the dance floor. The Terrace is a more relaxed venue, where you can have a drink with friends and enjoy the night skyline. For those of you who wish the '70s had never ended, or that you were alive to see them, then the Retro Bar is the place for you."
5045271,St. Stephen's Presbyterian Church (former),"Built in the Norman style by a local architect, St Stephen's Presbyterian Church is sure to please church admirers."
5045272,Grantham Poultry Research Station (former),"You may be happy to know there is no sight or smell of the poultry farm remaining. Instead you can picnic in shaded, grassy surrounds and admire the memorial to the solider settlers, who opened up the area."
5045280,Capitol Theatre,"Don't just come for the show! Come for a great and total night out! Arrive early and savour a relaxing drink with friends before the show in the elegant and magnificent bars.  The Capitol Theatre reinvents the atmosphere of the 1930s with its opulence but incorporates modern elements with style and elegance. The Capitol features an exterior dating from 1892, when it was the new Belmore Market Building.  The refurbished Capitol offers the public a unique theatre experience as a redeveloped major lyric theatre. It achieves the conservation of a vital piece of Australian theatre and architectural history."
5045289,Royal Hotel & Outbuildings,"The historic Royal Hotel, built in 1858, is a lovely old-style hotel with beautiful wrought iron balcony. The hotel offers charming accommodation to singles, families or anywhere in between. All rooms have share facilities. The hotel has the beautiful Sketches Restaurant, a warm and cosy lounge room with open fireplace and its own welcoming pub."
5045290,Hunter Baillie Memorial Presbyterian Church,"The Hunter Baillie Memorial Presbyterian Church, built in the Gothic style, is the best example of its type in Sydney. It boasts a breathtaking 55 metre high spire supported on flying buttresses. The famous Hill & Son organ, standing on a raised platform at the rear of the church, is one of the best-preserved and most visually appealing instruments built by the firm in the last decade of the 19th century."
5045292,University Hall & Cottages,"The Preservation Heritage Walking tour is a pleasant way to explore University Hall and Glebe, the suburb adjacent to the University of Sydney. University Hall began its life as a hotel but now is student accommodation. Outside there is a range of memorials to examine. Glebe is a fascinating district, known for its restaurants and cafes, bohemian lifestyle and intelligentsia."
5045294,Raywell,"The grand residence on Louisa Road, the Raywell, can be appreciated in its larger context as part of the Balmain Loop (number 11)."
5045297,Royal Botanic Gardens and Domain,Amid the noise and traffic of Sydney discover an oasis of calm and tranquillity. The Botanic Gardens are a refuge from the skyscrapers to a historic place of natural beauty. The Botanic Gardens also offer education on plants and horticulture. With a full range of services located within the gardens you can wile away the hours in peaceful contemplation of nature's beauty.
5045300,Lyndhurst,"Lyndhurst is a grand Regency villa, saved from demolition for a highway in the 1970s. The Preservation Heritage Walking tour is a pleasant way to explore Lyndhurst and the Glebe area. Glebe is a fascinating district adjacent to the University of Sydney, known for its bohemian lifestyle, intelligentsia and political activism."
5045301,Campbelltown Post Office (former),Stroll past the Campbelltown Post Office building as you explore the heritage of Campbelltown on the Heritage Walk.
5045302,Bellevue,Once there were many mansions like Bellevue in Glebe. Many disappeared as waterfront industries took over. Bellevue is currently being restored by the City of Sydney and is included in a heritage walk of the Glebe area.
5045303,Point Stephens Lighthouse Group,"The Point Stephens Lighthouse may be difficult to find but it is a rewarding experience. While there are no tours, the place is publicly accessible, so feel free to explore the wild beauty of the lighthouse environs. The lighthouse keeper's cottage was burnt out by vandals and adds an eerie touch to this remote corner of the world."
5045304,Wyoming,"Wyoming was originally built for local founder Quentin Deloitte, but is better known as the home of Nicholas de Miklouho-Maclay. Miklouho-Maclay was an internationally recognised scientist with interests in botany, linguistics, anthropology and the Victorian 'science' of phrenology (the study of head shapes and bumps to determine mental capacity and personality). Wyoming is a magnificent Italianate house, which can be appreciated as part of the Balmain Loop walk (number 11)."
5045312,Masonic Temple,The Kiama Masonic Temple was originally built in 1878 as a Temperance Hall. It was bought by the Masons in 1897 and is a memorable feature of Kiama
5045314,Sydney Trades Hall,
5045316,"Saddlery, The",This quaint Saddlery also doubled as a butchers' shop for much of its life. It continues to have a double purpose - as a residence and a nursery. You can discover this building on the Carcoar Heritage Walking Tour.
5045319,Tulloona,"Hosts Geoff and Lynne Randell will ensure your stay is an exquisite joy. Tulloona is an opulent Victorian house, tastefully furnished and catering to your every comfort. A definite highlight of your stay will be the gourmet breakfast prepared by chef Lynne."
5045326,Carss Cottage,"Carss Cottage was built in the 1860s by William Carss, a Scottish cabinet maker. The Museum promotes the history of the Kogarah municipality with changing displays of local and national interest. The Museum's collection contains a great variety of photographs, needlework, furniture etc."
5045328,Smith's Flour Mill (former),"Smith's Flour Mill is a fine historic building with its timber ground floor and two storey stone walls. The East Maitland Heritage Walk takes in 28 sites of historical interest, including Smith's Flour Mill."
5045332,Corana and Hygeia,"These two terraces form part of Randwick's High Cross heritage precinct. The precinct also includes elements of the Prince of Wales Hospital designed by 19th century architect Edmund Blacket, and a theatre and hotel."
5045335,Crown Hotel,"If you are homesick for your local pub try the Players Bar. With a 24 hour menu and TAB and gaming room facilities, it is sure to please.   The hotel's boutique accommodation is second to none, featuring Egyptian cotton linen and towels and heavenly L'Occitane bathroom products.   The Dome Bar is the Crown Hotel's 'piece de resistance'. With 18th century French chandeliers, a Baroque mural and numerous works of art, it is ""elegant and contemporary, quirky and alluring."""
5045337,T & G Mutual Life Assurance Building,
5045338,Hastings Historical Society Museum,"Port Macquarie is one of the earliest convict settlements outside of Sydney. The Hastings Historical Society Museum was constructed with convict labour and is ideally placed to tell you many interesting stories about the district. When Port Macquarie was opened up to free settlers, they added another dimension to the history of the area. What did they get up to? Visit the Museum and find out!"
5045341,Museum Railway Station,"You will be taken with the old-world charm of Museum Railway Station, whether travelling past, through or alighting from the train."
5045342,Harbour View Hotel and site,"If you are tired of the same old pubs then visit the Harbour View. Dating from the 1930s, a decade known for its opulence, it has function rooms, a cocktail bar and a restaurant overlooking Sydney Harbour. Its ground floor bar offers live entertainment on Fridays, Saturdays and Sunday afternoons. This hotel will have something to suit you."
5045345,Bedervale,"You can be assured that you are getting the best service when you stay at the grand homestead of Bedervale. Your host Margaret Royds was awarded an Order of Australia Medal for her services to Braidwood and tourism.   There are two alternatives when selecting your accommodation at Bedervale. You can stay in the historic homestead and have breakfast provided or cooked for you. These rooms are fitted with classically detailed cedar joinery and a fine collection of furniture, general household utensils and books. Or you can stay in the more secluded Yellow Cottage, available on a self-catering basis.  A tour of this charming and elegant homestead dating from the 1840s includes the out buildings, complete with two storey stables. The buildings are positioned around a central courtyard in a beautiful garden setting. Roger and Margaret Royd are informative guides, having renovated the property.  Tours are by booking only."
5045346,Scone Railway Station,Travel through the historic Scone Railway Station on a Heritage Express tour or stop and admire the landmark station on your way through town.
5045350,Eryldene,"For lovers of gardens and especially camellias, a visit to Eryldene is a must. Its first owner E.B. Waterhouse researched, propagated and planted hundreds of camellias in his breath-taking garden, writing two books on them in the process. Waterhouse has been called the father of Australian gardening. Designed byf architect William Hardy Wilson, Eryldene is the most intact of his remaining houses."
5045354,Cottage Museum,This cottage has an interesting history. After being built as a residence it was used by a number of banks before reverting back to being a home. It is now a museum and the headquarters for the Merriwa Historical Society. Have a look around this fascinating little place and let the members of the Historical Society fill you in on the history of the area.
5045369,St. Mary's the Virgin Anglican Church & Rectory,"St Mary's Church welcomes visitors to services and is open for inspection at other times. It also provides tours of the historic clock tower. The grounds of St Mary's provide a perfect venue for markets held on a regular basis with craft, home cooking, plants, bric-a-brac and refreshments. The Church is stop number 9 on the Maitland Central Precinct Heritage Walk."
5045375,Belmore Railway Station Group,"The Belmore Railway Station is one of the best island platform buildings constructed during the 1880s railway boom, and retains much of its significant fabric. The Canterbury Council provides an interpretive sign, outlining the station's history."
5045378,Maitland Post Office,"The Maitland Heritage Walk includes three churches all built in the mid nineteenth century. There are also many heritage homes and buildings to be found in town and alongside the Hunter River. The Heritage Walk has 35 points of interest along the way and offers much historic detail about these diverse heritage buildings. In conjunction with the Maitland Heritage Walk is a Maitland Childrens Heritage Walk which features a publication with questions, answers and sketches of some of the heritage buildings done by students of East Maitland Public School."
5045383,Armidale Post Office,"Discover Armidale's heritage by walking around our beautiful city. Self guided walks are available from the Visitor Information Centre. Whilst strolling leisurely on the heritage walk you will discover the Armidale Post Office. Designed by the colonial architect James Barnet and with contributions by Government Architect WL Vernon, the post office is associated with the historical development of the town's civic core."
5045385,Carisbrook,"Carisbrook, built in 1884, is a stunning Victorian-era home. Set amongst beautiful, terraced gardens running to the waters edge, Carisbrook will enchant you. The house has been furnished with period pieces to recreate the look of the 1880s. Now used by the Lane Cove Historical Society, it is open to the public on a regular basis."
5045389,Laurelbank,"Laurelbank is a delightful cottage, which has been transformed into a versatile conference and function facility. The house provides a serene ambience while the gardens with its original trees, shrubs and camellias are a living reminder of a bygone era."
5045390,Collits' Inn,"Accommodation at the inn is available seven days a week on either a self-catering or a provision of gourmet food basis (groups only). There are three beautiful bedrooms in the inn while beside it is a charming, self-contained cottage (the Stables) which sleeps four. The restaurant has been widely acclaimed by public and critics alike. You will not be disappointed."
5045393,Hydro Hotel,"The historic Hydro Motor Inn was constructed in 1919 as an accommodation house for senior and administrative personnel in the development of the Murrumbidgee irrigation areas. It became a licensed hotel in 1924 when prohibition of alcohol in the Murrumbidgee Irrigation Area was repealed. Under new management since 1978, it has been restored to its former glory."
5045395,Grace Building,"The Grace Hotel, an historic skyscraper in the Gothic style, is one of Sydney's finest hotels. In 2006 the Grace Hotel was presented the Highly Commended Award for Excellence in the Best Superior Hotel Category by the Australian Hotels Association.  The Grace Hotel's 382 spacious guest rooms over 11 floors have been designed with the frequent traveller in mind, and with all the modern conveniences you would expect of a world-class hotel.  The Grace also spaciously accommodates a range of restaurants and bars that will suit everyone's taste. You can chose between the Grace's signature restaurant Neo, the contemporary Grace Cafe or the buffet-style Grace Brassiere. If it is an Irish feel you are after then try P.J. O'Brien's which serves lunch, dinner and bar snacks complimented by the best Guinness in Sydney."
5045397,"Centennial Park, Moore Park, Queens Park","Dedicated by Sir Henry Parkes as a public open space in 1888, Centennial Park was the venue for the inauguration of Federation in 1901. This event is now marked by the Federation Pavilion.   With over 360 hectares, the Parklands are at the city's door step and will provide hours of fun for the whole family. From walks, picnics, bicycling, and horse riding to the Fox Studios cinema and entertainment complex nearby, there is something for everyone."
5045400,Rathven,"Rathven is a large Italianate house built by George Raffan. He was a builder who established the first cement works in New South Wales at Portland, and who was also instrumental in founding the Randwick Bowling Club. His contributions to New South Wales were recognised during the bi-centennial celebrations in 1988 when a heritage plaque was affixed to the house. This can be viewed from the street."
5045406,Ritz Theatre,"See all the latest movies in the opulent surrounds of the Randwick Ritz. Built in the 1930s and retaining its Art Deco finishes, the Ritz lives up to its name."
5045407,"St. Josephs Convent, Chapel & Site (former)",Broken Hill has many remarkable buildings that can be viewed in guided tours of the town. The former site of the St Joseph's Convent and Chapel is one of them.
5045410,Mary Immaculate Group,"The Mary Immaculate Church has many religious paintings and decorations. The Charing Cross Heritage Walk passes by the church, and it is well worth venturing in if it is open."
5045414,Oldholme,"The East Maitland Heritage Walk takes in 28 sites of historical interest, including Oldholme. Oldholme is the former site of a cottage constructed for Governor Macquarie, while the current cottage hosted Governor Gibbs. The house was also home to Police Magistrate Denny Day, who captured those responsible for the Myall Creek Massacre as well as the Jewboy Davis gang."
5045416,Tarella,"The North Shore Historical Society is dedicated to sharing the history of the area and has developed a number of historical walks. Walk number 10 includes Tarella as stop number 2. This beautiful house was built in 1874. It was the home of Sir Joseph Palmer Abbott, a politician who participated in the convention that developed the Australian Constitution."
5045419,Tahlee Bible College,"Tahlee Bible College is situated on the shores of beautiful Port Stephens. Surrounded by bushland, kangaroos graze around the buildings and dolphins occasionally swim past. Accommodation is available for singles, families, or church groups of up to 40 people."
5045422,Trades Hall,"Broken Hill has many remarkable buildings that can be viewed in guided tours of the town. A standout amongst them is the Trades Hall, with its stained-glass windows and geometric patterned ceiling."
5045423,Chief Secretary's Building,"Discover the early history of Sydney on the 'Colony' walking tour produced the City of Sydney. Stop number 8 is the Chief Secretary's Building. Through expansion and growing politicisation, this institution achieved the most far reaching powers of any of the administrative departments of the colonial bureaucracy. The decisions made in this department affected every level of society in the colony."
5045424,General Post Office,The General Post Office was inspired by the Palazzi Communali of late Medieval and Renaissance Italy. It is the finest example of the Victorian Italian Renaissance style in NSW. The grandeur of the building befits the importance of Sydney's central post office in the communication network of New South Wales. The General Post Office is stop number 9 on the Commerce Heritage Walk compiled by the City of Sydney.
5045427,Lydham Hall,"Lydham Hall is open to the public as a museum displaying some of the finest antique furniture and ceramics in Sydney. The historic Rockdale house was built in 1860 by Joseph Davis, a master butcher. It later became the childhood home of Christina Stead, author of the acclaimed novel, 'The Man Who Loved Children'."
5045430,CBC Bank,Stroll past the Commercial Banking Company building as you explore the heritage of Campbelltown on the Heritage Walk.
5045431,Corowa Flour Mill and site,"Corowa Whisky & Chocolate started in September of 2009, renovating this magical old flour as it had been abandoned since 1970. Since then the words Whisky and Chocolate have drawn the attention of many. A fine single malt and Belgium style chocolate, leaves us thinking that this really is the closest we will get to heaven on earth."
5045439,Big Stable Newmarket,"The Big Stables have been restored and returned to their original use. Some of Australia's top race horses were trained from this stable behind the Newmarket Hotel. A plaque has been erected on the site by the Randwick City Council, detailing the history of the site, the horses and trainers."
5045440,Carrington Hotel,"The Carrington Hotel is a return to an era of grace, elegance and charm. Established in 1880, the hotel has a rich history reflected in its rooms, ranging from modern to colonial. Formal dinning or High Tea in the Grand Dining Room offers an experience of one of the last Victorian-era dining rooms in NSW. Have a drink in the elegant cocktail bar or a casual meal in the Brasserie. The staff are dedicated to making your stay as relaxing as possible and the hotel even includes its own day spa - Yindi. So why not treat yourself to a weekend of pure luxury."
5045444,Glebe Railway Viaduct,"This is the longest section of brick arch viaduct in NSW.  It is a major engineering work, built on reclaimed land with the brickwork sitting on timber piles.  The viaduct is an elegant structure built on a curve with well detailed arches. It is situated in Federal Park, which also features a fenced playground, picnic sheds, barbeques, public toilets and a sporting field suitable for hockey and soccer."
5045445,Warbys Barn & Warbys Stables,Stroll past the Warbys Barn & Stables as you explore the heritage of Campbelltown on the Heritage Walk.
5045450,Sandgate,Sandgate Cottage is home of the Randwick and District Historical Society and is the heritage centre for Randwick Council. The sandstone cottage was built in around 1870 and has had numerous names and owners in its history. After the First World War it was purchased by the Red Cross as a facility for returned veterans.
5045451,Tempe House & St Magdalenes Chapel,"Rockdale's heritage drive includes this mansion built by the marvellous early 19th century architect John Verge, who also designed Elizabeth Bay House. The heritage drive is available to download from the Rockdale Council website."
5045454,Dalkeith Property,"Dalkeith graces Bannerman Street in Cremorne, with its slate roof and sandstone walls. For 25 years it was the Norwegian Seamen's Church, but closing only when the reducing number of seamen passing through Sydney could no longer support the Church. Read the plaque erected by the North Shore Historical Society for more information or take Walk 8 from the Neutral Bay Post Office to Cremorne to view Dalkeith in its context."
5045457,Hooper Cottage,Hooper Cottage is a special little place which remained in the same family until the 1970s. A feature to note is the rare insurance plaque above the top middle window facing the street. Hooper Cottage was awarded a Bicentennial Commemorative Plaque by Randwick City Council.
5045458,"Albion Hotel, 3 adjoining shops & stables","The McLeod Gallery is an intimate art space exhibiting the works of Australian artists. Specialising in paintings in oil, watercolour and pastels, wood-turned items, ceramics and wearable art you are sure to find something to grace your home or that of a friend."
5045461,Tathra Wharf and building,"The Tathra Wharf Restaurant and Trading Post operates from the only remaining coastal steamer wharf in NSW. The restaurant prides itself on good seaside fare affordable for the whole family. The wharf, in use between 1862 and 1952, was restored by the National Trust, Department of Planning and local residents. It is also a favourite fishing spot for tourists and locals as it features deep water and spectacular scenery. Bait and tackle is available at the Trading Post.  Diving in the area is also popular. A small museum on coastal shipping is housed in the warehouse, open on Sunday afternoon or by appointment."
5045462,Braidwood District Historical Society Museum,"The Braidwood Museum is situated in the main street of the heritage-listed town of Braidwood. It was built of local granite in 1845 and bought by the Oddfellows Friendly Society in 1882. Since 1970 it has been owned and operated by the local Historical Society. The museum shows you aspects of the town's early days, including life on the gold fields, bushrangers and Chinese settlers. To find out more about this region's historical and recreational facilities visit the museum and see for yourself."
5045464,Brush Farm,"Built in 1820 by Gregory Blaxland, Brush Farm is one of the oldest buildings in New South Wales. This imposing two-storey mansion has recently been restored to its former glory by the City of Ryde."
5045468,New England Brass and Iron Lace Foundry,"The New England Brass and Iron Lace Foundry is the oldest working foundry in Australia. Since 1872 it has been known for its production of iron lace, ornaments and other cast iron objects. With such a long history the foundry has amassed a large collection of early tools and cedar patterns. The staff give guided tours and demonstrate the workings of the foundry. A gift shop sells some of the fine craftsmanship produced at the foundry."
5045470,Rookwood Cemetery and Necropolis,"Take a stroll through one of the largest cemeteries in the world, containing more than a million burials. Marvel at the elaborate head stones and vaults built to honour departed loved ones and wonder what their lives were like. While you are there, visit the historic rose gardens, some of the finest in New South Wales. Guided tours are run by Friends of Rookwood on the first Sunday of every month."
5045472,Fort Denison,"Fort Denison, an island situated in Sydney Harbour near the Sydney Opera House, was early used to incarcerate convicts. The present fort structure was completed in 1862 to defend Sydney from enemy attack.  Join a half-hour tour of Australia's only Martello Tower with a NPWS guide and enjoy a magnificent 360-degree view of Sydney and its harbour. Explore the self-guided displays and discover more fascinating history from the audio-visual presentation. Visitors are welcome to enjoy a meal or a snack from the cafe whilst on the fort. Please remember your hat and sunscreen. Price includes ferry transfers to and from Fort Denison. Ferry services operate between 9:30am and 4:00pm seven days a week from Circular Quay Wharf 6. For enquires at the cafe, please call Tailored Events on 9358 1999.  For early birds, the NPWS runs brunch tours on Saturday and Sunday mornings. Watch Sydney wake up, learn about the fascinating history of Fort Denison and also enjoy a delicious breakfast!"
5045473,St. Peter's Anglican Church,
5045475,Old Government House,"Old Government House in Parramatta Park, dating from 1799, is Australia's oldest public building. It was the home of 12 early colonial governors, among them Governor and Mrs Macquarie. The National Trust have furnished the house as it would have been in their time. This is the only known example of a faithfully recreated household of this size and era to be found in Australia."
5045478,Courthouse and Norfolk Island pines (former),"This 1869 courthouse, in use until 1986, is open for inspection throughout the week. In a beautiful setting with heritage listed Norfolk Island Pines, you may both learn about the goings on at the Courthouse and relax on the grass and have a picnic."
5045479,St. Stephen's Anglican Church and Cemetery,"A landmark in Newtown, St Stephen's Anglican Church is considered to be one of the most beautiful Gothic Revival churches in Australia. Designed by Edmund Blackett and completed in 1874, it continues to be in active religious use. Visit the church or enjoy a tour of its historic cemetery."
5045482,St. Thomas Anglican Church,"St Thomas's Church was built in 1838 and is unusual for its era, having been built with free labour rather than by convicts. The Penrith Valley Heritage Drive is a beautiful way to spend a day exploring this less well-known part of Sydney."
5045484,McCrossins Mill,"McCrossin's Mill is a beautifully restored granite and brick flour mill. The ground floor and the gardens are available for functions, while the upper two floors house exhibitions about Uralla's local history, focusing on bushrangers, the wool industry and gold mining, including a replica Chinese joss house.  Recent additions feature Corporal Cecil Stokes and the sportsmen Jim Mackay and Edward Tricket.  A highlight of the museum is the Thunderbolt paintings, a set of nine paintings depicting the events leading to the bushranger's death at the hands of Police Sargent Walker."
5045485,Clydebank,"Clyde Bank was a residence built for the Principal Clerk to the Colonial Secretary Robert Crawford in 1824. A fine colonial Georgian villa, Clyde Bank is on the self-guided heritage walk compiled by the City of Sydney that introduces you to colonial Sydney."
5045496,Victoria Inn,The Victoria Inn Restaurant is the perfect place for a meal in Berrima. Its heritage atmosphere compliments the delightful food and wine.
5045499,State Theatre,"The State Theatre was built to be a 'Palace of Dreams'. This theatre will take your breath away with its mix of Art Deco, Italianate and Gothic architectural details. Of its many wonders there is the dress circle gallery, the Butterfly Room (painted entirely with images of the winged creatures), a Gothic Hall and the Grand Assembly. If you have a group of 12 you can organise a guided tour. Alternatively you may take yourself on a self-guided tour. The State Theatre's website can provide details of its program, but you may be too taken with the building to notice the events on stage!"
5045502,Strickland House,The grounds of this magnificent 1850s villa are open to the public daily. Make it part of your day in the area by visiting the nearby Historic Houses Trust property Vaucluse House.
5045505,Garrison Anglican Church Precinct,"The picturesque Garrison Church was the first official military church in the colony. Every Sunday the Redcoats would march up Lower Fort Street to attend the service. Today you can still attend services at the church or visit the little museum of military memorabilia. Holy Trinity, as it was officially called, is stop number 28 on the City of Sydney Colony Heritage Walk."
5045510,Alpine Lodge Hotel,"Next time you stay in Goulburn, stay in the friendly, relaxed Alpine Heritage Motel. These beautifully restored Victorian terrace houses will surprise you with their affordable prices and homely feel. With plenty of off street parking that can accommodate trailers, small trucks and coaches, and with breakfast available it is the perfect place to break your journey or to use as a base to explore Goulburn and surrounds."
5045511,Lithgow Valley Colliery & Pottery Site,"Visit the oldest commercial pottery in NSW, now operated by Cameron and Colleen Williams. Have a look around the historic factory and browse the large range of hand-made pottery for sale. BBQ facilities are available and entry is free, so why not make a day of it?"
5045513,Great Zig Zag Railway and Reserves,"The Great Zig Zag Railway is internationally recognised as a great feat of nineteenth century technology. Ever since it was first opened in the 1880s people have come from all over the world to marvel at this engineering masterpiece. It includes an extraordinary collection of railway bridges (also known as viaducts), tunnels and escarpments. The Zig Zag Railway runs a number of train tours which include commentary and photo opportunity stops. This is a must do during your visit to New South Wales."
5045514,Old Police Barracks,The Old Police Barracks can be taken in as part of a heritage walking tour available from the Goulburn Visitor Information Centre.
5045515,Audley historic recreational complex,"Sydney’s heritage-listed Royal National Park is affectionately known to locals as the ‘Nasho’ or just ‘the Royal’. Established in 1879, it’s the world's second-oldest national park. It features unique heritage attractions, along with fascinating plants, birds and animals. Perfect for bushwalking, cycling, surfing, picnicking or whale watching, this diverse park offers everything from beaches to rainforest.  Located near Cronulla within an hour’s drive from both the Sydney CBD and Wollongong, the 16,000ha Royal National Park is like a big beautiful backyard. Whether you come for a morning jog or a week-long camping holiday, you’ll discover something new each time.  Audley picnic grounds form a centrepiece of the Royal National Park, the first gazetted national park in Australia and the second in the world after Yellowstone. With its picturesque causeway and picnic lawns, Audley was arranged in the manner of a nineteenth century Victorian 'pleasure garden'. Today it remains gracious but with improved facilities such as electric barbecues and a kiosk. The flat, grassy parklands around the weir are far removed from the bustle of modern city living. And if you have your own canoe, you'll be able to access delightful sites downstream of the weir, although private craft are not permitted on the upstream, fresh water section above the weir. Audley also marks the start of Lady Carrington Drive, one of the park's early carriageways. Now closed to motor vehicles, its rainforest and eucalypts make for a delightful walk or cycle beside the river."
5045517,St. Clair,"This 18 room townhouse is now owned by the local historical society. It is open on weekends, allowing you the opportunity to view the cedar panelling and admire the fluted sandstone verandah columns. The Society also has a small museum display."
5045520,Bowman House,"Bowman House was completed in 1817 and has changed little since then. The house is now occupied by the National Parks and Wildlife Service and features tea rooms, so drop in for a snack."
5045529,House,"Heritage Cottage holds several fascinations - the front rooms recreate life in the 1850s, while you can revive with a snack in the coffee shop at the back."
5045535,Old Rectory,The Carcoar Historical Society has published a free map and associated walking tour of Carcoar which can be obtained from the Court House and the Enterprise General Stores or downloaded from their website. The former Rectory and School is a grand Gothic building with leadlighting and elaborate scalloped bargeboards.
5045538,Willandra Lakes,"The Willandra Lakes World Heritage Area is an amazing landscape created by wind and water. The Aboriginal heritage, dating back at least 40,000 years, is also inspiring. Preserved in the arid environment are ancient fireplaces calcified plants, stone tools and animal bones. The Mungo Visitors Centre provides information about the geological formation of the lakes and the indigenous culture. Guided tours are available."
5045539,"Cadman's Cottage, grounds, trees, space","Built in 1816, Cadmans Cottage is one of only a handful of Sydney buildings that remain from the first decades of the colony. Over the years this sandstone cottage has been a water transport headquarters, a sailors' home and a water police station, among other things. Originally situated beside the water, the construction of Circular Quay moved the harbour 100 metres away!  Now Cadmans Cottage houses a museum and the Sydney Harbour National Park Information Centre."
5045541,Sydney School of Arts,After some intellectual nourishment? The Sydney School of Arts holds a Wednesday and Thursday seminar series to discuss issues on a wide range of topics. You are welcome to bring your lunch and join in the debate.
5045545,Liverpool Railway Station group,"You will be taken with the charm of Liverpool Railway Station, whether travelling past, through or alighting from the train. The station can also be enjoyed as part of the Parramatta to Liverpool Bicycle Route."
